age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
58,federal-gov,hs-grad,9,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50K
61,private,10th,6,widowed,farming-fishing,unmarried,white,male,0,0,20,united-states,<=50K
30,private,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,45,united-states,<=50K
23,private,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50K
30,private,10th,6,divorced,other-service,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50K
18,private,hs-grad,9,never-married,other-service,own-child,white,male,0,0,25,canada,<=50K
34,private,some-college,10,married-civ-spouse,other-service,wife,white,female,0,1628,12,united-states,<=50K
23,private,hs-grad,9,never-married,handlers-cleaners,other-relative,black,male,0,0,40,united-states,<=50K
23,private,some-college,10,never-married,priv-house-serv,own-child,white,female,0,0,10,united-states,<=50K
57,private,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,>50K
58,private,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50K
59,self-emp-not-inc,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
27,private,bachelors,13,married-spouse-absent,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50K
50,private,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,>50K
44,local-gov,masters,14,divorced,prof-specialty,unmarried,white,female,0,0,16,united-states,<=50K
25,private,bachelors,13,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50K
33,private,hs-grad,9,divorced,other-service,unmarried,white,female,0,0,30,united-states,<=50K
22,private,some-college,10,never-married,other-service,own-child,white,male,0,0,35,united-states,<=50K
21,private,some-college,10,never-married,craft-repair,own-child,white,male,0,1719,30,united-states,<=50K
44,private,11th,7,married-civ-spouse,prof-specialty,wife,white,female,5178,0,36,united-states,>50K
50,private,some-college,10,married-civ-spouse,sales,husband,asian-pac-islander,male,0,0,50,united-states,>50K
53,private,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
41,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50K
54,local-gov,some-college,10,widowed,adm-clerical,unmarried,white,female,0,0,40,mexico,<=50K
60,self-emp-not-inc,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,united-states,<=50K
58,private,masters,14,divorced,prof-specialty,not-in-family,white,male,0,0,20,united-states,<=50K
27,private,some-college,10,married-civ-spouse,tech-support,husband,white,male,3908,0,40,united-states,<=50K
43,private,hs-grad,9,never-married,adm-clerical,unmarried,white,female,0,0,60,united-states,<=50K
33,local-gov,assoc-acdm,12,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50K
24,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,65,united-states,<=50K
41,private,hs-grad,9,never-married,transport-moving,not-in-family,white,male,0,0,40,poland,<=50K
39,private,some-college,10,married-civ-spouse,craft-repair,own-child,asian-pac-islander,male,0,0,40,united-states,<=50K
27,self-emp-inc,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50K
50,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
46,federal-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50K
49,private,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50K
35,state-gov,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,35,united-states,>50K
56,self-emp-not-inc,some-college,10,married-civ-spouse,other-service,husband,white,male,0,0,45,united-states,>50K
41,local-gov,masters,14,divorced,prof-specialty,not-in-family,white,male,0,1974,40,united-states,<=50K
41,self-emp-not-inc,some-college,10,divorced,craft-repair,not-in-family,white,male,0,2001,50,united-states,<=50K
58,local-gov,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
25,private,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,40,mexico,<=50K
57,private,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,42,united-states,<=50K
49,private,7th-8th,4,widowed,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50K
50,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,0,0,70,united-states,>50K
33,private,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,45,mexico,<=50K
52,private,masters,14,married-civ-spouse,tech-support,husband,white,male,0,0,45,united-states,<=50K
37,self-emp-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
30,self-emp-inc,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50K
39,self-emp-inc,hs-grad,9,divorced,craft-repair,unmarried,white,male,0,0,60,united-states,<=50K
54,local-gov,some-college,10,divorced,craft-repair,unmarried,white,male,0,0,42,united-states,<=50K
52,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,>50K
22,local-gov,hs-grad,9,never-married,protective-serv,unmarried,white,male,0,0,56,united-states,<=50K
19,private,some-college,10,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,<=50K
65,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,9386,0,10,united-states,>50K
25,private,7th-8th,4,never-married,machine-op-inspct,unmarried,white,male,0,0,40,el-salvador,<=50K
47,private,assoc-voc,11,never-married,other-service,not-in-family,white,female,0,0,55,united-states,<=50K
24,private,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,0,98,united-states,<=50K
63,federal-gov,doctorate,16,divorced,exec-managerial,not-in-family,white,female,0,2559,60,united-states,>50K
48,private,5th-6th,3,never-married,priv-house-serv,unmarried,white,female,0,0,35,nicaragua,<=50K
26,private,hs-grad,9,never-married,sales,not-in-family,white,female,0,0,50,united-states,<=50K
28,private,some-college,10,separated,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50K
23,private,hs-grad,9,never-married,other-service,own-child,black,male,0,0,12,united-states,<=50K
57,self-emp-inc,prof-school,15,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,15024,0,50,india,>50K
64,state-gov,bachelors,13,divorced,tech-support,not-in-family,white,male,0,0,40,united-states,<=50K
28,private,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,50,united-states,>50K
28,private,7th-8th,4,married-civ-spouse,sales,other-relative,white,male,0,0,40,united-states,<=50K
34,private,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
38,self-emp-not-inc,11th,7,married-civ-spouse,exec-managerial,husband,white,male,0,1887,45,united-states,>50K
44,private,assoc-acdm,12,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,>50K
34,private,assoc-voc,11,never-married,prof-specialty,not-in-family,white,female,1639,0,20,united-states,<=50K
18,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,<=50K
36,private,12th,8,married-civ-spouse,craft-repair,husband,other,male,0,0,40,united-states,<=50K
73,self-emp-not-inc,hs-grad,9,married-civ-spouse,farming-fishing,husband,asian-pac-islander,male,0,2457,40,vietnam,<=50K
24,private,hs-grad,9,never-married,other-service,own-child,white,male,0,0,40,mexico,<=50K
29,local-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,>50K
57,federal-gov,hs-grad,9,separated,adm-clerical,other-relative,black,female,0,0,35,united-states,<=50K
41,private,assoc-voc,11,never-married,craft-repair,not-in-family,white,female,0,0,40,united-states,<=50K
55,private,10th,6,widowed,transport-moving,not-in-family,black,female,0,0,35,united-states,<=50K
21,private,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50K
36,self-emp-not-inc,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50K
26,private,some-college,10,never-married,prof-specialty,not-in-family,other,male,0,0,50,united-states,<=50K
32,private,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,0,20,united-states,>50K
40,private,some-college,10,divorced,tech-support,unmarried,white,female,0,213,40,united-states,<=50K
59,state-gov,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,2179,40,united-states,<=50K
29,private,hs-grad,9,never-married,sales,unmarried,black,female,0,1138,40,united-states,<=50K
29,self-emp-not-inc,some-college,10,divorced,machine-op-inspct,not-in-family,white,male,0,0,48,united-states,<=50K
59,self-emp-inc,masters,14,married-civ-spouse,exec-managerial,husband,white,male,15024,0,80,united-states,>50K
58,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50K
47,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,<=50K
44,private,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,1504,45,united-states,<=50K
31,private,hs-grad,9,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50K
42,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50K
19,private,hs-grad,9,never-married,other-service,own-child,white,male,0,0,25,united-states,<=50K
66,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50K
41,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,<=50K
31,private,hs-grad,9,never-married,sales,own-child,white,female,0,1594,30,united-states,<=50K
30,private,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50K
36,self-emp-not-inc,hs-grad,9,separated,other-service,not-in-family,white,female,0,0,16,united-states,<=50K
75,private,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
41,state-gov,assoc-acdm,12,divorced,prof-specialty,unmarried,asian-pac-islander,female,0,0,36,united-states,<=50K
60,private,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50K
24,private,11th,7,never-married,transport-moving,own-child,white,male,0,0,40,united-states,<=50K
25,private,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50K
52,private,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,50,united-states,<=50K
30,private,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,45,germany,<=50K
55,self-emp-not-inc,doctorate,16,divorced,exec-managerial,not-in-family,white,female,0,0,30,united-states,<=50K
20,private,some-college,10,never-married,adm-clerical,other-relative,black,female,0,0,24,united-states,<=50K
32,private,7th-8th,4,never-married,priv-house-serv,not-in-family,white,female,0,0,15,mexico,<=50K
18,private,hs-grad,9,never-married,other-service,own-child,white,male,0,0,35,united-states,<=50K
33,local-gov,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,45,united-states,<=50K
76,private,some-college,10,widowed,prof-specialty,unmarried,white,female,0,0,40,united-states,<=50K
57,local-gov,masters,14,married-civ-spouse,protective-serv,husband,white,male,0,0,14,united-states,>50K
53,private,masters,14,divorced,prof-specialty,unmarried,white,female,0,1876,38,united-states,<=50K
50,local-gov,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50K
27,private,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,50,united-states,<=50K
40,private,assoc-voc,11,separated,craft-repair,not-in-family,white,female,0,0,60,united-states,<=50K
26,private,10th,6,separated,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50K
47,self-emp-inc,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,<=50K
39,federal-gov,assoc-voc,11,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
49,state-gov,some-college,10,divorced,adm-clerical,own-child,white,male,0,0,40,united-states,<=50K
28,self-emp-not-inc,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,7,united-states,<=50K
33,private,some-college,10,married-civ-spouse,prof-specialty,wife,black,female,0,0,30,united-states,<=50K
50,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,40,united-states,>50K
28,private,11th,7,never-married,transport-moving,own-child,white,male,0,0,50,united-states,<=50K
47,private,masters,14,married-civ-spouse,exec-managerial,husband,white,male,99999,0,50,united-states,>50K
50,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,80,united-states,<=50K
37,private,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,<=50K
26,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50K
55,private,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50K
32,private,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,<=50K
26,private,bachelors,13,never-married,craft-repair,not-in-family,white,male,0,0,45,united-states,>50K
32,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,7298,0,40,united-states,>50K
43,private,some-college,10,never-married,handlers-cleaners,own-child,asian-pac-islander,female,1055,0,40,united-states,<=50K
19,private,hs-grad,9,divorced,craft-repair,not-in-family,white,female,0,0,40,el-salvador,<=50K
38,private,hs-grad,9,divorced,other-service,not-in-family,white,female,0,0,75,united-states,<=50K
38,private,5th-6th,3,married-civ-spouse,sales,husband,white,male,0,0,40,mexico,<=50K
65,private,assoc-voc,11,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50K
70,self-emp-not-inc,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,2246,40,united-states,>50K
48,private,hs-grad,9,widowed,prof-specialty,unmarried,white,female,0,0,25,united-states,<=50K
44,private,bachelors,13,separated,machine-op-inspct,unmarried,black,female,0,0,7,united-states,<=50K
32,private,some-college,10,never-married,sales,not-in-family,white,male,0,0,50,united-states,<=50K
30,local-gov,hs-grad,9,never-married,protective-serv,own-child,black,female,0,0,40,united-states,<=50K
49,federal-gov,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,60,united-states,>50K
25,private,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,16,united-states,<=50K
